16,Tomasz,Baran,43
17,Stefan,Olszewski,51
18,Patrycja,Kluza,22
19,Aneta,Papier,6
20,Hanna,Mrok,55
1,Joanna,Kowalska,124
2,Jan,Nowak,49
3,Piotr,Mikluszewski,24
4,Kamil,Cyran,26
5,Magdalena,Borowska,59
6,Monika,Maj,74
7,Klaudia,Bala,31
8,Janina,Dudek,54
9,Zofia,Roznowska,15
10,Cecylia,Popek,51
11,Konrad,Makur,25
12,Jadwiga,Luzowska,54
13,Kornelia,Duda,64
14,Anna,CiÄ™ciwa,46
15,Olgierd,MrĂłz,81
16,Tomasz,Baran,43
17,Stefan,Olszewski,51
18,Patrycja,Kluza,22
19,Aneta,Papier,6
20,Hanna,Mrok,55
1,Joanna,Kowalska,124
2,Jan,Nowak,49
3,Piotr,Mikluszewski,24
4,Kamil,Cyran,26
5,Magdalena,Borowska,59
6,Monika,Maj,74
7,Klaudia,Bala,31
8,Janina,Dudek,54
9,Zofia,Roznowska,15
10,Cecylia,Popek,51
11,Konrad,Makur,25
12,Jadwiga,Luzowska,54
13,Kornelia,Duda,64
14,Anna,CiÄ™ciwa,46
15,Olgierd,MrĂłz,81
16,Tomasz,Baran,43
17,Stefan,Olszewski,51
18,Patrycja,Kluza,22
19,Aneta,Papier,6
20,Hanna,Mrok,55
